year,country,track,genre_count,popularity,genres,has_eurovision,has_only_eurovision,year_country
2018,Italy,Non mi avete fatto niente - ESC Version,2,43,italian arena pop$$$italian pop,0,0,2018-Italy
2018,Czech Republic,Lie to Me - ESC Version,2,39,czech pop$$$eurovision,1,0,2018-Czech Republic
2018,Sweden,Dance You Off,1,54,swedish pop,0,0,2018-Sweden
2018,Estonia,La Forza,1,42,eurovision,1,1,2018-Estonia
2018,Denmark,Higher Ground,1,50,eurovision,1,1,2018-Denmark
2018,Moldova,My Lucky Day,2,41,eurovision$$$moldovan pop,1,0,2018-Moldova
2018,Albania,Mall,0,36,,0,0,2018-Albania
2018,Lithuania,When We're Old,2,0,eurovision$$$lithuanian pop,1,0,2018-Lithuania
2018,France,Mercy - Eurovision Version,1,40,eurovision,1,1,2018-France
2018,Bulgaria,Bones,1,46,eurovision,1,1,2018-Bulgaria
2018,Norway,That's How You Write A Song,1,1,eurovision,1,1,2018-Norway
2018,Ireland,Together,2,46,eurovision$$$irish singer-songwriter,1,0,2018-Ireland
2018,Ukraine,Under the Ladder,2,1,eurovision$$$ukrainian pop,1,0,2018-Ukraine
2018,Netherlands,Outlaw In 'Em - Single Edit,3,44,dutch americana$$$dutch pop$$$dutch rock,0,0,2018-Netherlands
2018,Serbia,Nova Deca,1,35,world chill,0,0,2018-Serbia
2018,Australia,We Got Love,2,51,australian indigenous$$$australian pop,0,0,2018-Australia
2018,Hungary,Viszlát nyár (Eurovision Song Contest 2018),2,39,hungarian metal$$$magyar alternative,0,0,2018-Hungary
2018,Slovenia,Hvala Ne,2,37,eurovision$$$slovenian pop,1,0,2018-Slovenia
2018,Spain,Tu Canción,4,46,eurovision$$$latin talent show$$$latin viral pop$$$spanish pop,1,0,2018-Spain
2018,United Kingdom,Storm,1,43,eurovision,1,1,2018-United Kingdom
2018,Finland,Monsters,3,46,eurovision$$$finnish idol pop$$$finnish pop,1,0,2018-Finland
2018,Portugal,O Jardim,1,0,portuguese pop,0,0,2018-Portugal
2018,Azerbaijan,X My Heart,1,34,eurovision,1,1,2018-Azerbaijan
2018,Belgium,A Matter of Time,1,37,belgian pop,0,0,2018-Belgium
2018,Switzerland,Stones,2,30,eurovision$$$swiss pop,1,0,2018-Switzerland
2018,Greece,Oniro Mou,2,0,eurovision$$$greek pop,1,0,2018-Greece
2018,Armenia,Qami,2,29,armenian pop$$$eurovision,1,0,2018-Armenia
2018,Belarus,Forever,4,39,eurovision$$$russian dance pop$$$russian pop$$$ukrainian pop,1,0,2018-Belarus
2018,Croatia,Crazy,1,30,eurovision,1,1,2018-Croatia
2018,North Macedonia,Lost & Found,2,34,eurovision$$$macedonian indie,1,0,2018-North Macedonia
2018,Iceland,Our Choice,1,27,icelandic pop,0,0,2018-Iceland
2018,Romania,Goodbye,1,28,eurovision,1,1,2018-Romania
2018,Latvia,Funny Girl,1,32,eurovision,1,1,2018-Latvia
2018,Malta,Taboo,1,37,eurovision,1,1,2018-Malta
2018,Poland,Light Me Up (feat. Lukas Meijer),1,43,polish pop,0,0,2018-Poland
2018,Russia,I Won't Break,1,31,eurovision,1,1,2018-Russia
2018,Montenegro,Inje,2,26,eurovision$$$montenegrin pop,1,0,2018-Montenegro
2018,San Marino,Who We Are (feat. Jenifer Brening),1,29,eurovision,1,1,2018-San Marino
2018,Georgia,For You,1,25,eurovision,1,1,2018-Georgia
2019,Azerbaijan,Truth - Radio Edit,0,48,,0,0,2019-Azerbaijan
2019,Sweden,Too Late For Love,1,10,swedish pop,0,0,2019-Sweden
2019,Australia,Zero Gravity,4,49,australian pop$$$australian singer-songwriter$$$lilith$$$piano rock,0,0,2019-Australia
2019,Malta,Chameleon,2,37,eurovision$$$maltese pop,1,0,2019-Malta
2019,Italy,Soldi,1,4,italian arena pop,0,0,2019-Italy
2019,Netherlands,Arcade,1,71,dutch pop,0,0,2019-Netherlands
2019,Czech Republic,Friend of a Friend,1,51,eurovision,1,1,2019-Czech Republic
2019,Iceland,Hatrið mun sigra,2,50,icelandic electronic$$$icelandic rock,0,0,2019-Iceland
2019,Greece,Better Love,1,45,greek indie,0,0,2019-Greece
2019,France,Roi,2,31,francoton$$$variete francaise,0,0,2019-France
2019,Russia,SCREAM,3,44,eurovision$$$russian dance pop$$$russian pop,1,0,2019-Russia
2019,Switzerland,She Got Me,2,28,eurovision$$$german pop,1,0,2019-Switzerland
2019,Belarus,Like It,0,47,,0,0,2019-Belarus
2019,Cyprus,Replay,3,54,eurovision$$$greek pop$$$laiko,1,0,2019-Cyprus
2019,Germany,Sister,0,38,,0,0,2019-Germany
2019,United Kingdom,Bigger Than Us,0,0,,0,0,2019-United Kingdom
2019,Denmark,Love Is Forever,0,46,,0,0,2019-Denmark
2019,Slovenia,Sebi - Dare To Dream Version,1,41,eurovision,1,1,2019-Slovenia
2019,San Marino,Say Na Na Na,1,44,eurovision,1,1,2019-San Marino
2019,Norway,Spirit in the Sky,2,61,eurovision$$$norwegian pop,1,0,2019-Norway
2019,Poland,Fire Of Love (Pali Się),2,38,polish folk$$$polish pop,0,0,2019-Poland
2019,Ireland,22,0,39,,0,0,2019-Ireland
2019,Belgium,Wake Up,0,0,,0,0,2019-Belgium
2019,North Macedonia,Proud,1,44,macedonian pop,0,0,2019-North Macedonia
2019,Finland,Look Away,3,40,eurodance$$$europop$$$finnish edm,0,0,2019-Finland
2019,Austria,Limits,1,33,austrian pop,0,0,2019-Austria
2019,Estonia,Storm,2,55,melodipop$$$swedish pop,0,0,2019-Estonia
2019,Armenia,Walking Out,0,0,,0,0,2019-Armenia
2019,Lithuania,Run With the Lions,1,38,lithuanian pop,0,0,2019-Lithuania
2019,Israel,Home,0,38,,0,0,2019-Israel
2019,Hungary,Az Én Apám - ESC Version,1,34,hungarian pop,0,0,2019-Hungary
2019,Romania,On a Sunday,0,40,,0,0,2019-Romania
2019,Montenegro,Heaven,2,34,eurovision$$$montenegrin pop,1,0,2019-Montenegro
2019,Moldova,Stay,1,35,moldovan pop,0,0,2019-Moldova
2019,Latvia,That Night,0,38,,0,0,2019-Latvia
2019,Albania,Ktheju Tokës - Eurovision 2019 / Albania,1,37,albanian pop,0,0,2019-Albania
2019,Serbia,Kruna,1,38,eurovision,1,1,2019-Serbia
2019,Croatia,The Dream,0,35,,0,0,2019-Croatia
2019,Spain,La Venda - Eurovision Song Contest / Tel Aviv 2019,5,47,eurovision$$$latin talent show$$$latin viral pop$$$reggae catala$$$spanish pop,1,0,2019-Spain
2019,Portugal,Telemóveis,1,40,portuguese pop,0,0,2019-Portugal
2019,Georgia,Keep On Going,0,33,,0,0,2019-Georgia
2019,Ukraine,Siren Song,3,51,eurovision$$$russian pop$$$ukrainian pop,1,0,2019-Ukraine
